Period,OrgCode,OrgName,Type1_Attendance,Type2_Attendance,Other_Attendance,Total_Attendance,Over4hrs_Type1,Wait_4_12hrs,Wait_12plus_hrs,Emergency_Admissions_Type1,Emergency_Admissions_Other,Emergency_Admissions_Total
MSitAE-FEBRUARY-2025,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6118,0,1243,7361,1866,312,1,2342,0,2342
MSitAE-FEBRUARY-2025,NV693,ROSSENDALE MIU & OOH,0,0,866,866,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNJ15,OAKHAM,0,0,64,64,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNJ14,OADBY,0,0,430,430,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNJ13,MELTON MOWBRAY,0,0,52,52,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNJ12,MARKET HARBOROUGH,0,0,106,106,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,156,156,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,0,0,5062,5062,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNFA7,GOOLE & DISTRICT HOSPITAL,0,0,1361,1361,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNF94,EAST RIDING COMMUNITY HOSPITAL,0,0,2515,2515,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNF16,BRIDLINGTON HOSPITAL,0,0,1248,1248,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NNF09,BRANSHOLME HEALTH CENTRE,0,0,3281,3281,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,11296,11296,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RW4,MERSEY CARE NHS FOUNDATION TRUST,0,0,13023,13023,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5241,0,3141,8382,2185,822,0,1453,0,1453
MSitAE-FEBRUARY-2025,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7328,0,1913,9241,3762,426,91,1587,0,1587
MSitAE-FEBRUARY-2025,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1197,1197,0,0,0,0,3,3
MSitAE-FEBRUARY-2025,AXG,WILTSHIRE HEALTH & CARE,0,0,2090,2090,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9128,0,2405,11533,5301,335,1130,2699,199,2898
MSitAE-FEBRUARY-2025,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7727,0,6510,14237,2887,816,17,3978,0,3978
MSitAE-FEBRUARY-2025,ACH01,WHITSTABLE MEDICAL PRACTICE,0,0,4995,4995,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y07709,READING URGENT CARE CENTRE,0,0,1843,1843,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y03218,THE PINN UNREGISTERED WIC,0,0,695,695,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y02676,BRIGHTON STATION HEALTH CENTRE,0,0,1819,1819,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6625,6625,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y02428,PUTNOE WALK IN CENTRE,0,0,3152,3152,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y02147,URGENT CARE CENTRE (QMS),0,0,7461,7461,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1636,1636,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,5791,5791,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,965,965,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,7,7
MSitAE-FEBRUARY-2025,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6286,0,1389,7675,2714,516,450,1459,0,1459
MSitAE-FEBRUARY-2025,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2653,2653,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NTV0W,WOKING WALK IN CENTRE,0,0,2412,2412,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NTV0B,ASHFORD WALK-IN-CENTRE,0,0,2144,2144,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3811,3811,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,C82009,MARKET HARBOROUGH MED.CTR,0,0,281,281,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,AQN04,PHL LYMINGTON UTC,0,0,2545,2545,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,AJN,WORKINGTON HEALTH LIMITED,0,0,279,279,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14096,0,0,14096,4471,1144,48,2486,0,2486
MSitAE-FEBRUARY-2025,G0Q0L,BARKING HOSPITAL UTC,0,0,2673,2673,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,10851,0,3918,14769,4790,1386,79,3104,0,3104
MSitAE-FEBRUARY-2025,K6K0R,HAROLD WOOD POLYCLINIC UTC,0,0,2654,2654,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,1941,1941,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10056,0,0,10056,2077,278,24,1660,0,1660
MSitAE-FEBRUARY-2025,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,Y02532,MIRIAM MINOR EMERGENCY,0,0,1561,1561,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7310,7310,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4540,0,1979,6519,2307,195,660,1613,0,1613
MSitAE-FEBRUARY-2025,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4435,0,792,5227,1388,206,10,1026,0,1026
MSitAE-FEBRUARY-2025,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6478,0,7589,14067,3131,239,446,2145,198,2343
MSitAE-FEBRUARY-2025,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,9989,1135,4935,16059,5171,740,3,3877,0,3877
MSitAE-FEBRUARY-2025,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,4752,4752,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,DT301,HERTS URGENT CARE (ASCOTS LANE),0,0,1895,1895,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,AD913,BECKENHAM BEACON UCC,0,0,3301,3301,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,8J094,BADGER LTD,0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9887,1090,3215,14192,3010,231,348,3892,0,3892
MSitAE-FEBRUARY-2025,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9094,0,0,9094,3108,359,661,2785,0,2785
MSitAE-FEBRUARY-2025,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8945,0,7965,16910,3468,1280,0,1724,0,1724
MSitAE-FEBRUARY-2025,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8072,131,4653,12856,4218,483,541,2599,0,2599
MSitAE-FEBRUARY-2025,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7870,0,0,7870,3573,572,5,2644,0,2644
MSitAE-FEBRUARY-2025,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5532,0,2684,8216,2562,315,50,1931,0,1931
MSitAE-FEBRUARY-2025,NQTE4,SUMMERFIELD URGENT CARE CENTRE,0,0,2969,2969,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NQT51,STATION PLAZA HEALTH CENTRE,0,0,1079,1079,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,L83087,OKEHAMPTON MEDICAL CENTRE,0,0,69,69,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2518,2518,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RKE,WHITTINGTON HEALTH NHS TRUST,8215,0,0,8215,2725,215,324,1055,0,1055
MSitAE-FEBRUARY-2025,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8415,0,4049,12464,2555,1928,28,3464,0,3464
MSitAE-FEBRUARY-2025,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,11724,0,3703,15427,4853,1764,16,4006,0,4006
MSitAE-FEBRUARY-2025,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,10449,0,3136,13585,4239,891,455,2100,84,2184
MSitAE-FEBRUARY-2025,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7854,0,9854,17708,3654,377,579,2405,0,2405
MSitAE-FEBRUARY-2025,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6149,0,2655,8804,3291,532,908,1542,0,1542
MSitAE-FEBRUARY-2025,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16890,0,1982,18872,3358,817,189,4950,0,4950
MSitAE-FEBRUARY-2025,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,14759,0,3331,18090,6039,803,1070,4170,0,4170
MSitAE-FEBRUARY-2025,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8151,0,4608,12759,4986,924,391,3249,0,3249
MSitAE-FEBRUARY-2025,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,11788,0,11781,23569,5878,346,1177,2602,476,3078
MSitAE-FEBRUARY-2025,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8117,0,2267,10384,2707,558,382,2905,18,2923
MSitAE-FEBRUARY-2025,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,13998,2114,0,16112,5660,1118,664,4689,0,4689
MSitAE-FEBRUARY-2025,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,16929,0,8345,25274,7999,905,862,3737,1,3738
MSitAE-FEBRUARY-2025,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11293,1530,4882,17705,4249,544,35,3415,0,3415
MSitAE-FEBRUARY-2025,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6655,0,4556,11211,3542,1015,440,1981,0,1981
MSitAE-FEBRUARY-2025,RPA,MEDWAY NHS FOUNDATION TRUST,7722,0,6157,13879,2739,269,707,1577,0,1577
MSitAE-FEBRUARY-2025,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5007,0,5007,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12394,0,3649,16043,4429,1027,124,3496,217,3713
MSitAE-FEBRUARY-2025,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7669,0,2834,10503,3540,540,327,1470,0,1470
MSitAE-FEBRUARY-2025,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9495,0,5178,14673,4191,653,170,3531,0,3531
MSitAE-FEBRUARY-2025,RJ6,CROYDON HEALTH SERVICES NHS TRUST,11931,0,4589,16520,4204,286,446,1139,0,1139
MSitAE-FEBRUARY-2025,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8770,0,10454,19224,2769,116,3,3496,16,3512
MSitAE-FEBRUARY-2025,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7674,0,0,7674,3269,763,205,2305,12,2317
MSitAE-FEBRUARY-2025,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9643,0,5233,14876,4689,406,630,2413,21,2434
TOTAL,TOTAL,TOTAL,1241931,45071,721461,2008463,521619,83614,47623,362605,3721,366326
MSitAE-FEBRUARY-2025,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14519,1625,882,17026,7643,214,509,4242,0,4242
MSitAE-FEBRUARY-2025,NQT5H,PAULTON MEMORIAL HOSPITAL,0,0,913,913,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,NQT5F,SKELMERSDALE WALK IN CENTRE,0,0,1730,1730,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11067,3367,6469,20903,4982,617,364,3265,0,3265
MSitAE-FEBRUARY-2025,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6626,0,2815,9441,3677,346,871,1781,0,1781
MSitAE-FEBRUARY-2025,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,22781,0,8419,31200,9896,1156,1005,6566,314,6880
MSitAE-FEBRUARY-2025,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3471,0,0,3471,1509,192,24,1548,0,1548
MSitAE-FEBRUARY-2025,RXF,MID YORKSHIRE TEACHING NHS TRUST,14812,119,5233,20164,6475,2042,458,3169,125,3294
MSitAE-FEBRUARY-2025,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,6292,0,1466,7758,2296,316,392,982,0,982
MSitAE-FEBRUARY-2025,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8065,0,2886,10951,2134,453,738,2380,0,2380
MSitAE-FEBRUARY-2025,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11154,1621,2142,14917,4359,836,0,3945,6,3951
MSitAE-FEBRUARY-2025,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4700,0,0,4700,982,0,6,979,0,979
MSitAE-FEBRUARY-2025,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,9494,2262,2057,13813,3716,528,12,2192,0,2192
MSitAE-FEBRUARY-2025,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1173,1173,0,0,0,0,23,23
MSitAE-FEBRUARY-2025,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8035,0,6880,14915,4478,254,267,2493,5,2498
MSitAE-FEBRUARY-2025,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9712,355,1226,11293,3009,243,652,1793,0,1793
MSitAE-FEBRUARY-2025,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11981,0,0,11981,3195,309,203,1231,0,1231
MSitAE-FEBRUARY-2025,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4962,0,4772,9734,2388,403,378,2201,0,2201
MSitAE-FEBRUARY-2025,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10792,0,7401,18193,3503,902,294,2292,0,2292
MSitAE-FEBRUARY-2025,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,7927,1109,6570,15606,4223,943,8,3372,0,3372
MSitAE-FEBRUARY-2025,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9085,702,6171,15958,3570,140,19,1883,0,1883
MSitAE-FEBRUARY-2025,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10784,1122,0,11906,4900,481,11,3568,0,3568
MSitAE-FEBRUARY-2025,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5996,0,5491,11487,3019,841,151,2491,208,2699
MSitAE-FEBRUARY-2025,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,10491,10491,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7205,0,337,7542,2448,383,36,2053,0,2053
MSitAE-FEBRUARY-2025,RJ2,LEWISHAM AND GREENWICH NHS TRUST,12884,0,10368,23252,6709,1081,750,4406,0,4406
MSitAE-FEBRUARY-2025,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1408,0,1408,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3892,0,451,4343,355,7,0,984,0,984
MSitAE-FEBRUARY-2025,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,14688,0,8042,22730,6486,80,8,4304,0,4304
MSitAE-FEBRUARY-2025,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6236,0,2554,8790,3576,537,475,1995,0,1995
MSitAE-FEBRUARY-2025,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15299,0,6647,21946,5562,499,400,7357,0,7357
MSitAE-FEBRUARY-2025,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5687,0,5922,11609,3208,624,94,1715,0,1715
MSitAE-FEBRUARY-2025,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,23137,451,14486,38074,9238,1105,1691,4254,51,4305
MSitAE-FEBRUARY-2025,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,26897,0,3559,30456,9735,2597,275,7902,174,8076
MSitAE-FEBRUARY-2025,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12788,0,13626,26414,6764,699,547,5893,0,5893
MSitAE-FEBRUARY-2025,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,11840,0,4341,16181,4892,960,275,3751,0,3751
MSitAE-FEBRUARY-2025,ARN03,LOCAL CARE DIRECT,0,0,2059,2059,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,3965,3965,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,11973,0,9497,21470,4297,421,1050,3543,93,3636
MSitAE-FEBRUARY-2025,RWJ,STOCKPORT NHS FOUNDATION TRUST,6843,0,985,7828,2353,724,240,2525,61,2586
MSitAE-FEBRUARY-2025,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,19778,1807,0,21585,8352,1303,921,5806,0,5806
MSitAE-FEBRUARY-2025,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6667,0,7880,14547,3433,292,11,2411,115,2526
MSitAE-FEBRUARY-2025,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9225,0,0,9225,3070,464,289,2499,0,2499
MSitAE-FEBRUARY-2025,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31058,282,1534,32874,12580,2371,1657,9332,0,9332
MSitAE-FEBRUARY-2025,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17620,0,5691,23311,6091,1226,43,2563,0,2563
MSitAE-FEBRUARY-2025,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8126,0,6287,14413,4234,570,736,5129,0,5129
MSitAE-FEBRUARY-2025,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,11286,0,7671,18957,3416,733,567,5182,0,5182
MSitAE-FEBRUARY-2025,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14118,0,8153,22271,6639,1404,1069,3307,0,3307
MSitAE-FEBRUARY-2025,RN7,DARTFORD AND GRAVESHAM NHS TRUST,10568,0,3847,14415,3504,484,497,3014,0,3014
MSitAE-FEBRUARY-2025,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11244,0,13498,24742,6074,993,778,5855,359,6214
MSitAE-FEBRUARY-2025,RCF,AIREDALE NHS FOUNDATION TRUST,5169,217,0,5386,2298,446,162,1442,0,1442
MSitAE-FEBRUARY-2025,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9502,321,6536,16359,5345,704,433,4251,0,4251
MSitAE-FEBRUARY-2025,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5570,0,0,5570,1182,1,0,816,0,816
MSitAE-FEBRUARY-2025,RBK,WALSALL HEALTHCARE NHS TRUST,8257,0,4002,12259,3202,1173,358,3483,0,3483
MSitAE-FEBRUARY-2025,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8651,881,2733,12265,2191,574,124,2311,18,2329
MSitAE-FEBRUARY-2025,R1H,BARTS HEALTH NHS TRUST,22906,837,16926,40669,10470,1025,962,4110,33,4143
MSitAE-FEBRUARY-2025,R1F,ISLE OF WIGHT NHS TRUST,4136,318,1275,5729,1678,207,68,1161,0,1161
MSitAE-FEBRUARY-2025,C83023,SLEAFORD MEDICAL GROUP,0,0,490,490,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,23507,1239,1249,25995,9141,799,962,7732,56,7788
MSitAE-FEBRUARY-2025,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,3,3
MSitAE-FEBRUARY-2025,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2711,2711,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7068,0,2211,9279,3415,219,76,2799,0,2799
MSitAE-FEBRUARY-2025,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4546,0,10231,14777,2115,156,1,1581,408,1989
MSitAE-FEBRUARY-2025,RVJ,NORTH BRISTOL NHS TRUST,7931,0,0,7931,3221,379,536,2563,0,2563
MSitAE-FEBRUARY-2025,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,6854,6854,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,11528,0,0,11528,4563,378,423,2435,0,2435
MSitAE-FEBRUARY-2025,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,16141,660,11206,28007,7361,1511,581,3376,0,3376
MSitAE-FEBRUARY-2025,RNZ,SALISBURY NHS FOUNDATION TRUST,4104,276,1584,5964,1929,477,52,1202,0,1202
MSitAE-FEBRUARY-2025,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7851,515,2051,10417,3296,578,659,2110,0,2110
MSitAE-FEBRUARY-2025,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,7764,0,1625,9389,3698,708,502,2205,0,2205
MSitAE-FEBRUARY-2025,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9858,86,2684,12628,4319,402,147,3947,23,3970
MSitAE-FEBRUARY-2025,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0
MSitAE-FEBRUARY-2025,AAH,TETBURY HOSPITAL TRUST LTD,0,0,545,545,0,0,0,0,0,0
TOTAL,TOTAL,TOTAL,1418235,50646,830779,2299660,558656,87191,46766,404354,4569,408923
MSitAE-MARCH-2025,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5662,0,5652,11314,2928,547,323,2450,0,2450
MSitAE-MARCH-2025,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,10115,0,4514,14629,2893,1960,112,3716,0,3716
MSitAE-MARCH-2025,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8917,0,1932,10849,3886,589,482,2440,0,2440
MSitAE-MARCH-2025,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10262,0,8943,19205,3696,413,891,1799,0,1799
MSitAE-MARCH-2025,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9114,526,2305,11945,3851,662,674,2348,0,2348
MSitAE-MARCH-2025,RNZ,SALISBURY NHS FOUNDATION TRUST,4750,312,1873,6935,2002,467,43,1242,0,1242
MSitAE-MARCH-2025,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5330,0,0,5330,656,0,7,1091,0,1091
MSitAE-MARCH-2025,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,18011,741,12762,31514,6490,1716,299,3721,0,3721
MSitAE-MARCH-2025,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,34819,357,1914,37090,13817,2859,1690,10425,0,10425
MSitAE-MARCH-2025,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10277,0,13291,23568,2532,35,0,4278,18,4296
MSitAE-MARCH-2025,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12850,1830,2085,16765,5248,768,3,4670,10,4680
MSitAE-MARCH-2025,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9464,0,2828,12292,3798,735,544,3127,28,3155
MSitAE-MARCH-2025,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5014,0,11944,16958,2394,164,8,1715,566,2281
MSitAE-MARCH-2025,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9225,0,8769,17994,4607,237,170,2849,3,2852
MSitAE-MARCH-2025,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11411,1150,8616,21177,4749,819,231,2710,0,2710
